game_name,average_score,gb_review_count,original_release_date,id,name,Genre1,Genre2,Genre3,Genre4,Genre5,Involved_company1,Involved_company2,rating,rating_count,franchise_len,first_release_date,multiplayer
Super Punch-Out!!,0.8,147,,9152,Super Punch-Out!!,4,14,0,0,0,70,,66.86925738345093,4,1,462844800,0
Super Scribblenauts,0.7666666666666667,294,2010-10-12,8808,Super Scribblenauts,8,9,0,0,0,2162,129,75.88719744105205,25,1,1286841600,0
Super Smash Bros.,0.9,98,1999-01-21,1626,Super Smash Bros.,4,8,0,0,0,70,762,81.38244732985386,374,1,916876800,1
Superman,0.2,686,,18711,Superman,33,0,0,0,0,82,,30.44578528512004,16,1,315446400,0
Superman,0.2,686,,68440,Superman,8,0,0,0,0,1848,1281,47.29485245711946,10,1,567475200,0
Superman,0.2,686,,81521,Superman,25,31,0,0,0,1404,,46,2,1,883526400,0
Surf's Up,0.2,98,2007-05-29,4191,Surf's Up,14,0,0,0,0,15790,38,60.03568259971377,7,1,1180396800,0
Survivor Squad,0.8,49,2013-11-08,10892,Survivor Squad,15,32,0,0,0,6171,,50,2,1,1383868800,0
Sword Art Online: Fatal Bullet,0.8,49,2018-02-08,36515,Sword Art Online: Fatal Bullet,5,12,0,0,0,396,248,68.48716928418932,19,1,1518048000,1
Sword Art Online: Hollow Fragment,0.6,98,2014-04-24,9618,Sword Art Online: Hollow Fragment,12,0,0,0,0,3958,,73.33333333333333,6,1,1398297600,0
Swords & Soldiers,0.7333333333333333,294,2009-05-15,10783,Swords & Soldiers,11,15,32,33,0,835,2255,65.84472506887329,10,1,1244419200,0
Syberia 3,0.2,49,2017-04-19,13163,Syberia 3,2,9,31,0,0,3906,5283,64.78291581899258,37,1,1492646400,0
Syndicate Wars,0.9,98,1996-01-01,51,Syndicate Wars,15,24,0,0,0,14,1,66.82748856778946,15,1,851990400,0
System Shock 2,0.9428571428571428,343,1999-08-11,22,System Shock 2,5,12,0,0,0,21,3,89.83782311284111,299,1,934329600,1
Tabletop Simulator,1.0,49,2015-06-05,8351,Tabletop Simulator,12,13,15,32,35,4354,,81.18140601010901,68,1,1433462400,1
Tails of Iron,0.8,98,2021-09-17,116422,Tails of Iron,8,12,31,32,0,18649,35101,76.36610777792679,19,1,1631750400,0
Tales of Vesperia,0.8941176470588236,1666,2008-08-07,1209,Tales of Vesperia,12,0,0,0,0,826,248,81.05689442739212,48,1,1218067200,1
Tatsunoko vs. Capcom: Ultimate All Stars,0.9,588,2010-01-26,2275,Tatsunoko vs. Capcom: Ultimate All Stars,4,0,0,0,0,37,883,78.63496220942577,24,1,1264464000,1
Tearaway,0.9,98,2013-11-20,6363,Tearaway,8,31,0,0,0,746,13634,83.78492782941686,44,1,1384905600,0
Technobabylon,1.0,196,2015-05-21,13232,Technobabylon,2,12,31,32,0,7036,2763,76.68960193316029,37,1,1432166400,0
Teenage Mutant Ninja Turtles,0.5666666666666667,588,1991-06-03,3815,Teenage Mutant Ninja Turtles,4,25,31,33,0,1098,4119,75.92498710923488,82,1,627091200,1
Teenage Mutant Ninja Turtles,0.5666666666666667,588,1991-06-03,19747,Teenage Mutant Ninja Turtles,25,0,0,0,0,129,,60.84281492013205,34,1,1066694400,0
Teenage Mutant Ninja Turtles,0.5666666666666667,588,1991-06-03,19967,Teenage Mutant Ninja Turtles,25,0,0,0,0,79,66,47,3,1,1382400000,1
Teenage Mutant Ninja Turtles,0.5666666666666667,588,1991-06-03,86386,Teenage Mutant Ninja Turtles,8,31,0,0,0,310,772,66.64411261570324,32,1,610934400,0
Teenage Mutant Ninja Turtles: Portal Power,0.6,49,2016-01-06,59086,Teenage Mutant Ninja Turtles: Portal Power,2,25,33,0,0,2710,391,90,0,1,1452038400,0
Tekken 3,1.0,98,1997-03-20,1244,Tekken 3,4,0,0,0,0,13634,10070,84.70632081539021,506,1,858988800,1
Tekken 4,0.8,147,,1245,Tekken 4,4,0,0,0,0,263,10070,74.44824766786904,156,1,993945600,0
Tekken 6: Bloodline Rebellion,0.8,637,2008-12-18,1236,Tekken 6: Bloodline Rebellion,4,0,0,0,0,248,6330,60.2340343173297,6,1,1229558400,0
Tenchu: Stealth Assassins,1.0,98,,4113,Tenchu: Stealth Assassins,31,0,0,0,0,3582,1383,81.09791184767268,52,1,888451200,0
Terminator Salvation,0.38666666666666666,5145,,4204,Terminator Salvation,5,31,0,0,0,842,1968,37.15166303156407,24,1,1241654400,1
Tetris,0.9333333333333333,294,,8197,Tetris,9,33,0,0,0,70,33804,86.19860208431905,902,1,625881600,0
Tetris,0.9333333333333333,294,,86490,Tetris,9,0,0,0,0,70,812,81.40653082568255,92,1,611107200,1
Tetris,0.9333333333333333,294,,88894,Tetris,9,15,0,0,0,712,25048,69.33116840228564,14,1,1251072000,0
Tetris,0.9333333333333333,294,,130749,Tetris,9,33,0,0,0,4123,4125,75.04042779998323,5,1,455328000,0
Tetris Attack,0.8,98,1995-10-27,2739,Tetris Attack,9,0,0,0,0,765,70,82.57795164740978,29,1,838857600,1
"That Dragon, Cancer",0.4,49,2016-01-12,15925,"That Dragon, Cancer",9,13,31,32,0,7913,,75.12993750404297,27,1,1452470400,0
The 3rd Birthday,0.8,98,2010-12-22,7359,The 3rd Birthday,5,12,31,0,0,2670,93,69.8251292906242,22,1,1292976000,0
The Adventures of Shuggy,0.8,49,2011-06-15,11084,The Adventures of Shuggy,8,9,32,0,0,7069,1052,79.35947591290989,11,1,1308096000,1
The Amazing Spider-Man,0.6923076923076923,1274,1990-03-26,1376,The Amazing Spider-Man,25,31,0,0,0,432,66,65.63984770208495,87,1,1340668800,0
The Amazing Spider-Man,0.6923076923076923,1274,1990-03-26,83898,The Amazing Spider-Man,33,0,0,0,0,771,2566,59.75421033705965,6,1,662601600,0
The Amazing Spider-Man 2,0.4,196,2014-04-17,4755,The Amazing Spider-Man 2,4,25,31,0,0,66,432,59.20122925942357,74,1,1398729600,0
The Amazing Spider-Man 2,0.4,196,2014-04-17,107330,The Amazing Spider-Man 2,31,33,0,0,0,287,37707,59.56380737881098,5,1,712627200,1
The Banner Saga,0.8800000000000001,245,2014-01-14,5508,The Banner Saga,12,13,15,24,32,2450,2449,85.08481086201171,233,1,1389657600,0
The Beatles: Rock Band,0.9538461538461538,1274,2009-09-09,2693,The Beatles: Rock Band,7,0,0,0,0,1261,843,85.3498940758481,48,1,1252454400,1
The Beginner's Guide,0.72,245,2015-10-01,13212,The Beginner's Guide,31,32,0,0,0,7783,,79.71060205779918,208,1,1443657600,0
The Bridge,0.8,98,2013-02-22,8440,The Bridge,8,9,15,31,32,7057,7058,70.32496520789599,70,1,1361491200,0
The Bunker,0.7,98,2016-09-20,24017,The Bunker,13,31,32,0,0,10836,10943,59.20851985301363,23,1,1474329600,0
The Bureau: XCOM Declassified,0.45,196,2013-10-08,244,The Bureau: XCOM Declassified,5,15,24,0,0,15,8,59.03310644366383,85,1,1375747200,0
The Cave,0.6222222222222222,882,2013-01-22,2175,The Cave,8,9,31,0,0,85,112,72.33949701023293,63,1,1327276800,1
The Club,0.7333333333333333,294,2008-02-19,6940,The Club,5,0,0,0,0,112,1208,58.08075234885394,17,1,1202342400,0
The Colonists,0.8,49,2018-10-24,75065,The Colonists,13,15,32,0,0,14807,1050,60,4,1,1540339200,0
The Council,0.6,49,2018-03-13,78547,The Council,12,31,0,0,0,14161,110,78.78587305913867,61,1,1520899200,0
The Curse of Monkey Island,1.0,490,1997-10-31,62,The Curse of Monkey Island,2,9,31,0,0,10,197,85.0626647068228,266,1,878256000,0
The Deadly Tower of Monsters,0.8,294,2016-01-19,14740,The Deadly Tower of Monsters,5,31,32,0,0,954,818,75.89624104758113,44,1,1453161600,0
The Dig,0.9,196,1995-11-30,207,The Dig,2,9,31,0,0,10,,85.17925568065458,89,1,817689600,0
The Elder Scrolls III: Morrowind,0.9199999999999999,980,2002-05-01,56,The Elder Scrolls III: Morrowind,12,31,0,0,0,126,245,85.88427445212056,696,1,1020211200,0
The Evil Within,0.675,784,2014-10-14,4786,The Evil Within,5,9,31,0,0,2145,3980,74.90422286907109,332,1,1413244800,1
The Fall,0.7142857142857143,343,2014-05-30,9547,The Fall,2,5,8,9,31,5112,,78.25204627455108,48,1,1401408000,0
The Firemen,0.8,49,1994-09-09,42621,The Firemen,5,31,0,0,0,70,25230,70.05818955083254,7,1,779068800,1
The First Templar,0.4666666666666667,294,2011-05-10,6994,The First Templar,9,12,31,0,0,783,175,65.67395189163499,11,1,1304640000,1
The Flintstones,0.4,147,,51942,The Flintstones,8,0,0,0,0,13165,112,81.13423428250387,13,1,730339200,0
The Game of Life,0.8,98,2013-06-10,16439,The Game of Life,26,35,0,0,0,794,1893,40,2,1,1367366400,0
The Game of Life,0.8,98,2013-06-10,88882,The Game of Life,35,0,0,0,0,0,0,90,0,1,1468454400,0
The Hobbit,0.6,49,,3946,The Hobbit,8,31,0,0,0,24,147,72.24688839586902,25,1,1066953600,0
The Hobbit,0.6,49,,10800,The Hobbit,31,0,0,0,0,1985,11490,72.00949675910661,6,1,404956800,0
The Incredible Hulk,0.375,1568,,4928,The Incredible Hulk,31,0,0,0,0,112,223,61.36557466478334,28,1,1212624000,0
The Incredible Hulk,0.375,1568,,94829,The Incredible Hulk,8,0,0,0,0,532,23993,59.03907353084166,8,1,757296000,0
The Incredible Hulk: Ultimate Destruction,0.7,392,2005-08-24,3954,The Incredible Hulk: Ultimate Destruction,25,0,0,0,0,24,444,74.27822266952619,21,1,1124755200,0
The Incredibles,0.8,49,2004-11-24,3782,The Incredibles,8,25,31,0,0,895,197,65.76668105354565,33,1,1098748800,0
The King of Fighters 2003,1.0,98,,15433,The King of Fighters 2003,4,0,0,0,0,2582,2582,51.5036631814288,24,1,1071187200,0
The LEGO Movie Videogame,0.6,49,2014-02-07,4845,The LEGO Movie Videogame,9,31,0,0,0,50,1290,64.39412256236051,52,1,1391472000,1
The Last of Us,0.9323076923076924,3185,2013-06-14,1009,The Last of Us,5,31,0,0,0,401,13634,93.37644504200931,2590,1,1371168000,0
The Legend of Dragoon,0.825,392,1999-12-02,3140,The Legend of Dragoon,12,0,0,0,0,400,13634,83.5339776535841,73,1,944092800,0
The Legend of Kyrandia,1.0,49,,1282,The Legend of Kyrandia,2,31,0,0,0,113,8108,71.11037121095946,26,1,694224000,0
The Legend of Zelda: Ocarina of Time,0.9583333333333334,2352,1998-11-21,1029,The Legend of Zelda: Ocarina of Time,12,31,0,0,0,421,70,92.16429572289442,1666,1,911606400,0
The Legend of Zelda: Twilight Princess,0.8333333333333334,1176,2006-11-19,1036,The Legend of Zelda: Twilight Princess,9,12,31,0,0,70,1366,85.54187025607513,600,1,1163894400,0
The Legend of Zelda: Twilight Princess,0.8333333333333334,1176,2006-11-19,134014,The Legend of Zelda: Twilight Princess,12,31,0,0,0,70,1366,78.99414894789226,41,1,1163894400,0
The Legendary Starfy,0.7,196,2009-06-08,20280,The Legendary Starfy,8,31,0,0,0,70,,80.3262250157774,5,1,1215648000,1
The Liar Princess and the Blind Prince,0.6,98,2018-03-31,82370,The Liar Princess and the Blind Prince,8,9,31,32,0,1405,2262,74.19391376405356,7,1,1527724800,0
The Lord of the Rings: Conquest,0.43636363636363634,539,2009-01-13,7056,The Lord of the Rings: Conquest,25,31,0,0,0,63,1,70.04829341090588,78,1,1231459200,0
The Lord of the Rings: The Return of the King,0.7333333333333333,294,2003-11-04,2973,The Lord of the Rings: The Return of the King,25,31,0,0,0,11,1,76.39490803264584,218,1,1067558400,1
The Magic Circle,0.9,98,2015-07-09,17847,The Magic Circle,13,15,31,32,0,9064,,73.86581398013176,6,1,1433376000,0
The Misadventures of P.B. Winterbottom,0.7818181818181819,1078,2010-02-17,13179,The Misadventures of P.B. Winterbottom,8,9,31,32,33,4223,2001,70.69045448120225,16,1,1266364800,0
The Movies,0.6,49,2005-11-08,2995,The Movies,13,15,0,0,0,6,23,77.41197692104448,104,1,1131408000,0
The Neverhood,0.9,196,1996-10-31,2164,The Neverhood,2,9,31,0,0,850,1017,87.37277396435968,93,1,846720000,0
The Order: 1886,0.5375,784,2015-02-20,3048,The Order: 1886,5,31,0,0,0,431,13634,69.5626360135345,216,1,1424390400,0
The Oregon Trail,0.8,147,2011-12-06,11325,The Oregon Trail,13,15,31,0,0,1087,,81.63006438743912,28,1,60566400,0
The Outfit,0.6,49,2006-03-13,7126,The Outfit,5,13,15,0,0,197,196,40.74998428591381,4,1,1142208000,1
The Park,0.7,98,2015-10-27,11649,The Park,31,0,0,0,0,458,,66.36171894446011,29,1,1445904000,0
The Path,0.6,196,2009-03-18,10199,The Path,15,31,32,0,0,5055,54,72.18615342168953,22,1,1237334400,0
The Price is Right,0.4,98,2008-09-09,78446,The Price is Right,9,26,0,0,0,0,0,90,0,1,1270771200,0
The Punisher,0.8,392,1993-04-22,18294,The Punisher,5,31,0,0,0,197,7462,79.51417492936523,53,1,1081728000,0
The Punisher,0.8,392,1993-04-22,19768,The Punisher,4,25,0,0,0,37,387,80.47127920981632,20,1,733622400,0
The Punisher,0.8,392,1993-04-22,75883,The Punisher,5,0,0,0,0,804,2566,60.53387393383172,5,1,657417600,0
The Saboteur,0.7310344827586207,4263,2009-12-08,3171,The Saboteur,5,12,24,31,0,1,63,71.69014586172423,144,1,1259884800,0
The Secret of Monkey Island,0.8583333333333334,1176,1990-10-31,60,The Secret of Monkey Island,2,9,31,0,0,9,9,86.39545692826712,429,1,654739200,0
The Sexy Brutale,0.6666666666666667,147,2017-04-11,22783,The Sexy Brutale,9,31,32,0,0,1113,10678,75.4670677537648,41,1,1491868800,0
The Showdown Effect,0.8666666666666666,147,2013-03-05,9070,The Showdown Effect,4,5,8,0,0,953,517,84.56811665127454,10,1,1362441600,0
The Simpsons: Tapped Out,0.4,196,2012-03-01,2845,The Simpsons: Tapped Out,13,31,0,0,0,712,46289,66.21397804535266,34,1,1330473600,0
The Sinking City,0.7,98,2019-06-25,18225,The Sinking City,5,9,12,31,0,1803,2410,70.42625971617186,84,1,1561593600,0
The Surge 2,0.6,98,2019-09-24,86477,The Surge 2,12,31,0,0,0,2172,110,72.71768947014051,34,1,1569283200,0
The Swapper,0.85,196,2013-05-30,5892,The Swapper,8,9,31,32,0,2580,4065,79.5882031375063,157,1,1369872000,0
The Terminator,0.45,392,2009-05-15,4372,The Terminator,5,33,0,0,0,1098,8108,63.05769302768226,12,1,704678400,0
The Ultimate Doom,1.0,98,1995-04-30,10192,The Ultimate Doom,5,0,0,0,0,184,66,86.91352565626951,71,1,799200000,0
The Void,0.8,98,2008-04-17,3273,The Void,31,32,0,0,0,1701,1702,79.4701174901592,21,1,1208390400,0
The Walking Dead,0.875,4704,,1871,The Walking Dead,2,31,0,0,0,294,13634,85.66794003725221,1452,1,1335225600,0
The Witcher 2: Assassins of Kings,0.9161290322580646,3038,2011-05-17,478,The Witcher 2: Assassins of Kings,12,31,0,0,0,3119,248,84.78716463896588,1175,1,1305590400,0
The Witness,0.95,392,2016-01-26,5601,The Witness,9,31,32,0,0,12298,,83.03324267394039,413,1,1453766400,0
The World Ends with You,0.888888888888889,1323,2007-07-27,1343,The World Ends with You,12,33,0,0,0,800,26,76.921152910466,88,1,1185408000,1
There Came an Echo,0.6,98,2015-02-24,14415,There Came an Echo,11,15,32,0,0,7231,,60,1,1,1424736000,0
Thief,0.5428571428571429,343,,4,Thief,5,31,0,0,0,27,26,70.25438760812628,282,1,1393286400,0
Thief: The Dark Project,1.0,49,1998-12-03,2,Thief: The Dark Project,13,31,0,0,0,3,4,86.57923808792995,148,1,912384000,0
Thimbleweed Park,0.8,49,2017-03-30,10232,Thimbleweed Park,2,9,31,32,0,5529,,80.2573890890757,107,1,1490832000,1
Thomas Was Alone,0.8666666666666666,1323,2012-06-30,2291,Thomas Was Alone,8,9,31,32,0,5152,9341,71.3129076497752,161,1,1343088000,0
Threes!,0.9333333333333333,147,2014-02-06,9054,Threes!,9,32,35,0,0,4792,,82.3310224426084,20,1,1391644800,0
Thumper,1.0,98,2016-10-10,10960,Thumper,7,31,32,33,0,5842,,75.3208196169645,76,1,1476057600,0
Tiger Woods PGA Tour 13,0.8,98,2012-03-27,5226,Tiger Woods PGA Tour 13,13,14,0,0,0,555,454,70,2,1,1332806400,0
Time Hollow,0.5333333333333333,147,2008-09-23,21055,Time Hollow,31,0,0,0,0,129,,72.3393768382171,10,1,1205884800,0
TimeSplitters,0.6,98,2000-10-26,2142,TimeSplitters,5,0,0,0,0,1008,4,79.73401613575419,32,1,972518400,1
Titan Souls,0.8,98,2015-04-14,9559,Titan Souls,12,31,32,0,0,5120,634,72.12879328246827,81,1,1428969600,0
Titanfall 2,0.9529411764705882,833,2016-10-28,17447,Titanfall 2,5,31,0,0,0,1002,1,82.82386340730156,618,1,1477612800,1
ToeJam & Earl,1.0,49,,8389,ToeJam & Earl,12,31,0,0,0,4378,229,82.8832710398518,39,1,668736000,1
Toki Tori 2,0.8,49,2013-04-04,2351,Toki Tori 2,8,9,31,32,0,7562,,70,3,1,1365033600,0
Tom Clancy's Ghost Recon: Future Soldier,0.6571428571428571,343,2012-05-22,1293,Tom Clancy's Ghost Recon: Future Soldier,5,31,0,0,0,841,717,72.26178037552249,87,1,1337644800,1
Tom Clancy's Ghost Recon: Wildlands,0.7333333333333333,294,2017-03-07,11171,Tom Clancy's Ghost Recon: Wildlands,5,24,31,0,0,841,104,72.57312012922952,208,1,1488758400,1
Tom Clancy's Rainbow Six,0.4,196,1998-08-21,1842,Tom Clancy's Rainbow Six,5,13,15,24,0,717,16965,77.72558130692804,58,1,903657600,1
Tom Clancy's Rainbow Six 3: Raven Shield,0.8,49,2003-03-14,908,Tom Clancy's Rainbow Six 3: Raven Shield,5,13,24,0,0,38,717,80.64567630352231,42,1,1047945600,1
Tom Clancy's Splinter Cell,0.8666666666666666,294,2002-11-17,910,Tom Clancy's Splinter Cell,5,24,0,0,0,38,73,82.99468026949582,333,1,1037059200,0
Tom Clancy's Splinter Cell,0.8666666666666666,294,2002-11-17,134350,Tom Clancy's Splinter Cell,5,15,0,0,0,61,38,83.86315937196662,10,1,1051401600,0
Tom Clancy's The Division,0.7142857142857143,1029,2016-03-08,2114,Tom Clancy's The Division,5,12,15,24,31,897,537,73.97402783629825,339,1,1457308800,1
Tomb Raider,0.8036363636363637,5390,1996-10-31,912,Tomb Raider,5,8,9,31,0,13634,4,80.8025276701471,361,1,846201600,0
Tomb Raider,0.8036363636363637,5390,1996-10-31,1164,Tomb Raider,5,8,9,31,0,26,552,81.95997282958768,1942,1,1362355200,1
Tomb Raider: Underworld,0.6352941176470588,833,2008-11-18,1163,Tomb Raider: Underworld,5,8,31,0,0,4,23,74.12148797622447,211,1,1226966400,0
Tony Hawk's Project 8,0.8,245,2006-11-07,6204,Tony Hawk's Project 8,10,14,0,0,0,66,90,73.89054585374532,44,1,1162857600,0
Tony Hawk's Proving Ground,0.6,196,2007-10-15,2700,Tony Hawk's Proving Ground,14,0,0,0,0,90,1268,58.25265065985229,15,1,1192406400,0
Tony Hawk's Underground 2,0.76,245,2004-10-04,2699,Tony Hawk's Underground 2,14,0,0,0,0,90,705,78.37339670397361,130,1,1096848000,0
Top Gun,0.4,294,1987-11-01,18021,Top Gun,13,33,0,0,0,129,,63.44191800912021,26,1,564710400,0
Total War: Warhammer,0.8,98,2016-05-24,9898,Total War: Warhammer,11,12,15,16,0,111,23,85.44716185405692,92,1,1464048000,1
Touch the Dead,0.6,49,2007-12-07,20702,Touch the Dead,0,0,0,0,0,13757,4,66,3,1,1179187200,0
Tower Wars,0.5,196,2012-08-14,15310,Tower Wars,11,15,32,0,0,814,,50,4,1,1341187200,0
Toy Soldiers,0.8,392,2010-03-03,9450,Toy Soldiers,5,11,13,15,0,5528,1010,70.5045100309247,9,1,1267574400,0
Trace Memory,0.75,392,2005-09-27,18595,Trace Memory,2,9,31,34,0,70,2091,64.77672686274451,18,1,1109203200,0
Transformers Prime: The Game,0.6,98,2012-10-30,23676,Transformers Prime: The Game,25,0,0,0,0,1976,872,70,5,1,1351555200,0
Transformers: Revenge of the Fallen,0.6,784,2009-06-23,7471,Transformers: Revenge of the Fallen,5,31,0,0,0,66,65,68.8502573054109,24,1,1245715200,0
Trauma Center: Under the Knife,1.0,49,2005-10-04,1523,Trauma Center: Under the Knife,13,31,0,0,0,818,70,79.91706724184448,13,1,1118880000,0
Trials HD,0.925,392,2009-08-12,2145,Trials HD,8,9,10,14,0,1009,53,77.09190677278478,26,1,1250035200,1
Trip World,1.0,98,1992-11-27,6549,Trip World,8,31,0,0,0,251,,56.36935108117601,7,1,722822400,0
Tron: Evolution,0.6,1078,2010-12-07,7220,Tron: Evolution,8,9,31,0,0,2721,3033,60.52055809496593,19,1,1290729600,0
True Crime: New York City,0.6,49,2005-03-15,4215,True Crime: New York City,5,31,0,0,0,66,73,66.07986781317761,51,1,1132012800,0
True Crime: Streets of LA,1.0,98,2003-11-03,4216,True Crime: Streets of LA,4,5,10,31,0,66,65,70.55902982999547,84,1,1067817600,0
Turok 2: Seeds of Evil,0.7,98,1998-10-21,1326,Turok 2: Seeds of Evil,5,31,0,0,0,810,287,74.01107605952758,60,1,913248000,1
Turok 2: Seeds of Evil,0.7,98,1998-10-21,27508,Turok 2: Seeds of Evil,5,8,31,0,0,810,31592,77.3212087956745,12,1,1489622400,0
Twisted Metal,0.7333333333333333,294,2012-02-14,4695,Twisted Metal,4,5,10,0,0,13634,2402,75.77797043303009,52,1,815529600,0
Twisted Metal,0.7333333333333333,294,2012-02-14,5416,Twisted Metal,5,10,0,0,0,2402,13634,61.00378462723378,30,1,1329177600,1
Twisted Metal: Head-On,0.8,49,2005-03-24,5414,Twisted Metal: Head-On,5,10,0,0,0,1613,13634,60.37349604221952,7,1,1111622400,0
U.N. Squadron,0.9,294,,1357,U.N. Squadron,5,11,15,0,0,37,227,78.27992896075007,21,1,620524800,0
UEFA Euro 2008,0.9333333333333333,294,2008-05-20,7226,UEFA Euro 2008,13,14,0,0,0,454,696,62.44540138641148,17,1,1208390400,0
UFC Undisputed 2010,0.7571428571428571,2058,2010-05-25,7228,UFC Undisputed 2010,4,13,14,0,0,197,14321,73.9086649424187,11,1,1274745600,0
Ultima IV: Quest of the Avatar,0.6666666666666667,147,1985-09-16,2878,Ultima IV: Quest of the Avatar,12,0,0,0,0,295,13217,87.81589975521378,30,1,499651200,0
Ultima Online,1.0,98,1997-09-25,3126,Ultima Online,12,0,0,0,0,295,1,95.89735278864494,38,1,875059200,0
Ultimate Mortal Kombat 3,0.7333333333333333,441,,1621,Ultimate Mortal Kombat 3,4,0,0,0,0,665,128,79.8205471304198,142,1,815616000,1
Ultimate Spider-Man,0.6857142857142857,686,2005-09-25,4225,Ultimate Spider-Man,25,0,0,0,0,432,428,75.898982669153,143,1,1127260800,0
Ultra Street Fighter IV,0.6,49,2014-04-17,6656,Ultra Street Fighter IV,4,33,0,0,0,774,3121,71.02440494045257,91,1,1397779200,1
Uncharted: Drake's Fortune,0.8659574468085106,4606,2007-11-19,431,Uncharted: Drake's Fortune,5,8,31,0,0,401,13634,76.36664683406586,1026,1,1195171200,0
Uncharted: Fight for Fortune,0.8,49,2012-12-04,19583,Uncharted: Fight for Fortune,16,35,0,0,0,13634,726,43.03370786516854,5,1,1354579200,0
Universal Paperclips,0.6,49,2017-10-09,74837,Universal Paperclips,13,15,32,0,0,25496,25497,79.9907359678136,13,1,1507507200,0
Universe at War: Earth Assault,0.5,196,2007-12-11,7230,Universe at War: Earth Assault,11,15,0,0,0,112,67,69.26271226423883,5,1,1197244800,0
Unreal II: The Awakening,0.2,98,2003-02-03,6222,Unreal II: The Awakening,5,0,0,0,0,560,2406,64.78253916871432,57,1,1044230400,0
Unreal Tournament 2004,1.0,196,2004-03-16,927,Unreal Tournament 2004,5,0,0,0,0,130,17,83.44629721118517,178,1,1079395200,1
Urban Chaos: Riot Response,0.8666666666666666,147,2006-06-13,6223,Urban Chaos: Riot Response,5,0,0,0,0,4,164,64.36454488500799,11,1,1147996800,0
Valkyrie Profile: Covenant of the Plume,0.85,392,2008-11-01,6579,Valkyrie Profile: Covenant of the Plume,12,15,16,31,0,1983,26,80,1,1,1225497600,0
Vampire Rain,0.4,49,2007-01-25,7231,Vampire Rain,5,0,0,0,0,2213,2175,65,2,1,1169683200,0
Vampire: The Masquerade - Redemption,0.8,147,2000-06-07,12,Vampire: The Masquerade - Redemption,12,31,0,0,0,182,66,77.64079097065242,57,1,960336000,0
Vectorman,0.8,196,1995-10-24,16033,Vectorman,8,31,33,0,0,112,1402,80.05826993761701,30,1,814492800,0
Venetica,0.4,49,2011-01-11,7233,Venetica,12,31,32,0,0,2139,2172,37.57496139438041,21,1,1288915200,0
Vikings: Wolves of Midgard,0.6,49,2017-03-24,21429,Vikings: Wolves of Midgard,12,25,0,0,0,2941,783,67.63885790332695,18,1,1490313600,1
Virtua Quest,0.4,49,2005-01-18,1554,Virtua Quest,4,12,31,0,0,112,830,34,0,1,1093478400,0
Virtua Tennis 2009,0.6,49,2009-06-09,5257,Virtua Tennis 2009,13,14,0,0,0,112,439,60.68880757267123,16,1,1243468800,0
Volgarr the Viking,0.8,49,2013-09-13,8465,Volgarr the Viking,8,31,32,0,0,4440,4439,70.49126698701727,26,1,1379030400,0
WWE '12,0.7333333333333333,441,2011-11-22,5294,WWE '12,14,0,0,0,0,197,14321,79.73148424828389,23,1,1321920000,1
WWE 2K16,0.6,98,2015-10-27,11057,WWE 2K16,13,14,0,0,0,1975,694,67.19259813315487,40,1,1445904000,0
WWF WrestleMania: The Arcade Game,0.6,49,1995-10-18,4546,WWF WrestleMania: The Arcade Game,4,0,0,0,0,10173,387,31.09693106405846,16,1,813974400,0
Warcraft II: Tides of Darkness,0.7,196,1995-12-09,130,Warcraft II: Tides of Darkness,11,15,0,0,0,51,1,85.46877487727662,317,1,818467200,0
Warframe,0.8,98,2013-03-25,2903,Warframe,5,12,31,0,0,2095,17,75.3545213601664,329,1,1364169600,1
Wargame: AirLand Battle,0.8,98,2013-05-29,2978,Wargame: AirLand Battle,11,13,15,32,0,457,110,81.30244954387541,7,1,1369785600,0
Wargame: European Escalation,1.0,98,2012-02-23,8383,Wargame: European Escalation,11,13,15,24,32,457,110,73.30208038668455,10,1,1329868800,0
Wargroove,0.8,49,2019-02-01,27441,Wargroove,15,16,24,32,0,1418,,74.49646980219758,40,1,1546387200,1
"Warhammer 40,000: Dawn of War - Dark Crusade",0.6666666666666667,147,2006-10-26,467,"Warhammer 40,000: Dawn of War - Dark Crusade",11,15,0,0,0,196,197,78.1245339421798,73,1,1160352000,0
"Warhammer 40,000: Kill Team",0.6666666666666667,147,2011-07-13,7045,"Warhammer 40,000: Kill Team",5,25,33,0,0,2983,112,59.77833148850998,5,1,1309478400,1
Warhawk,0.8444444444444444,441,,7479,Warhawk,5,0,0,0,0,1613,4357,60.10784027521978,11,1,1188259200,0
Wario Land: Shake It!,0.8,784,2008-07-24,1702,Wario Land: Shake It!,8,13,31,32,0,1025,70,72.36833349487972,15,1,1216857600,0
Wario Land: Super Mario Land 3,0.6,49,1994-01-21,1072,Wario Land: Super Mario Land 3,8,0,0,0,0,70,1809,79.57986927037511,108,1,759110400,0
WarioWare Gold,0.8,49,2018-07-27,90108,WarioWare Gold,33,0,0,0,0,2850,4034,80.4266650147043,22,1,1532649600,0
WarioWare: Smooth Moves,0.8428571428571429,686,2006-12-02,1706,WarioWare: Smooth Moves,9,0,0,0,0,765,2674,84.84264612705599,68,1,1165017600,0
Warlords,0.6,49,2012-10-09,17251,Warlords,5,33,0,0,0,82,,75.5859324588909,6,1,347068800,1
Warp,0.775,784,2012-02-15,2347,Warp,9,16,31,32,0,1110,1111,78.41719445307498,11,1,1329264000,0
